i,x,y,z
6834,-0.338504,-0.502427,-0.205716
6835,-0.627750,-0.272897,-0.396036
6836,-0.847890,-0.026400,-0.570567
6837,-0.974689,0.221738,-0.722351
6838,-0.994188,0.456090,-0.845337
6839,-0.904241,0.662084,-0.934622
6840,-0.714750,0.826913,-0.986647
6841,-0.446574,0.940329,-0.999338
6842,-0.129237,0.995280,-0.972188
6843,0.202327,0.988349,-0.906279
6844,0.511618,0.919967,-0.804241
6845,0.764587,0.794386,-0.670140
6846,0.933385,0.619414,-0.509322
6847,0.999431,0.405930,-0.328200
6848,0.955453,0.167207,-0.133993
6849,0.806294,-0.081912,0.065556
6850,0.568372,-0.325938,0.262491
6851,0.267881,-0.549699,0.448962
6852,-0.062101,-0.739282,0.617534
6853,-0.385246,-0.882900,0.761486
6854,-0.665981,-0.971624,0.875081
6855,-0.873400,-0.999937,0.953789
6856,-0.984670,-0.966079,0.994472
6857,-0.987542,-0.872154,0.995509
6858,-0.881699,-0.724004,0.956858
6859,-0.678794,-0.530838,0.880061
6860,-0.401162,-0.304667,0.768177
6861,-0.079368,-0.059554,0.625670
6862,0.251163,0.189263,0.458218
6863,0.554045,0.426311,0.272499
6864,0.795934,0.636854,0.075917
6865,0.950201,0.807801,-0.123693
6866,0.999865,0.928522,-0.318371
6867,0.939458,0.991512,-0.500356
6868,0.775629,0.992855,-0.662394
6869,0.526414,0.932467,-0.798025
6870,0.219249,0.814102,-0.901840
6871,-0.112053,0.645121,-0.969703
6872,-0.431019,0.436029,-0.998906
6873,-0.702537,0.199827,-0.988286
6874,-0.896714,-0.048799,-0.938266
6875,-0.992176,-0.294391,-0.850840
6876,-0.978413,-0.521680,-0.729494
6877,-0.856940,-0.716532,-0.579066
6878,-0.641130,-0.866835,-0.405552
6879,-0.354741,-0.963241,-0.215870
6880,-0.029300,-0.999758,-0.017581
6881,0.299367,-0.974115,0.181408
6882,0.595078,-0.887907,0.373165
6883,0.825279,-0.746492,0.550045
6884,0.964628,-0.558664,0.704996
6885,0.997785,-0.336101,0.831842
6886,0.921100,-0.092641,0.925524
6887,0.743014,0.156579,0.982309
6888,0.483133,0.396064,0.999932
6889,0.170066,0.610923,0.977692
6890,-0.161723,0.787798,0.916473
6891,-0.475709,0.915692,0.818718
6892,-0.737326,0.986652,0.688323
6893,-0.917774,0.996267,0.530487
6894,-0.997187,0.943939,0.351502
6895,-0.966824,0.832922,0.158504
6896,-0.830027,0.670117,-0.040814
6897,-0.601855,0.465648,-0.238504
6898,-0.307428,0.232227,-0.426686
6899,0.020843,-0.015633,-0.597857
6900,0.346819,-0.262520,-0.745194
6901,0.634616,-0.493086,-0.862822
6902,0.852550,-0.692994,-0.946052
6903,0.976630,-0.849814,-0.991566
6904,0.993197,-0.953798,-0.997549
6905,0.900426,-0.998479,-0.963763
6906,0.708532,-0.981079,-0.891555
6907,0.438637,-0.902681,-0.783804
6908,0.120455,-0.768158,-0.644805
6909,-0.210987,-0.585875,-0.480099
6910,-0.519203,-0.367165,-0.296253
6911,-0.770262,-0.125627,-0.100597
6912,-0.936525,0.123723,0.099070
6913,-0.999691,0.365380,0.294787
6914,-0.952804,0.584319,0.478752
6915,-0.801026,0.766928,0.643630
6916,-0.561067,0.901853,0.782850
6917,-0.259342,0.980706,0.890859
6918,0.070933,0.998583,0.963353
6919,0.393399,0.954373,0.997440
6920,0.672557,0.850824,0.991763
6921,0.877676,0.694376,0.946548
6922,0.986176,0.494754,0.863597
6923,0.986111,0.264371,0.746216
6924,0.877489,0.017551,0.599087
6925,0.672267,-0.230360,0.428074
6926,0.393039,-0.463949,0.239995
6927,0.070542,-0.668692,0.042348
6928,-0.259721,-0.831858,-0.156988
6929,-0.561391,-0.943304,-0.350064
6930,-0.801261,-0.996100,-0.529185
6931,-0.952923,-0.986963,-0.687209
6932,-0.999681,-0.916461,-0.817836
6933,-0.936388,-0.788979,-0.915858
6934,-0.770012,-0.612441,-0.977368
6935,-0.518868,-0.397825,-0.999913
6936,-0.210604,-0.158474,-0.982595
6937,0.120844,0.090730,-0.926105
6938,0.438989,0.334293,-0.832693
6939,0.708808,0.557071,-0.706084
6940,0.900597,0.745214,-0.551326
6941,0.993242,0.887022,-0.374588
6942,0.976545,0.973680,-0.182917
6943,0.852345,0.999799,0.016046
6944,0.634313,0.963755,0.214370
6945,0.346452,0.867790,0.404148
6946,0.020451,0.717870,0.577813
6947,-0.307801,0.523316,0.728443
6948,-0.602168,0.296225,0.850033
6949,-0.830245,0.050716,0.937734
6950,-0.966924,-0.197947,0.988050
6951,-0.997157,-0.434301,0.998976
6952,-0.917618,-0.643653,0.970076
6953,-0.737061,-0.812986,0.902503
6954,-0.475365,-0.931772,0.798949
6955,-0.161337,-0.992624,0.663544
6956,0.170452,-0.991760,0.501685
6957,0.483476,-0.929232,0.319826
6958,0.743277,-0.808930,0.125216
6959,0.921252,-0.638333,-0.074386
6960,0.997811,-0.428046,-0.271022
6961,0.964525,-0.191147,-0.456853
6962,0.825058,0.057638,-0.624471
6963,0.594763,0.302839,-0.767194
6964,0.298993,0.529211,-0.879330
6965,-0.029691,0.722679,-0.956411
6966,-0.355107,0.871214,-0.995363
6967,-0.641431,0.965582,-0.994632
6968,-0.857142,0.999914,-0.954249
6969,-0.978494,0.972076,-0.875823
6970,-0.992127,0.883800,-0.762480
6971,-0.896541,0.740573,-0.618740
6972,-0.702258,0.551301,-0.450333
6973,-0.430666,0.327752,-0.263972
6974,-0.111664,0.083824,-0.067088
6975,0.219631,-0.165315,0.132471
6976,0.526748,-0.404176,0.326749
6977,0.775876,-0.617906,0.508000
6978,0.939592,-0.793219,0.668999
6979,0.999872,-0.919213,0.803328
6980,0.950079,-0.988055,0.905630
6981,0.795696,-0.995464,0.971827
6982,0.553718,-0.940980,0.999281
6983,0.250784,-0.827991,0.986896
6984,-0.079759,-0.663521,0.935167
6985,-0.401521,-0.457797,0.846156
6986,-0.679081,-0.223609,0.723412
6987,-0.881884,0.024482,0.571827
6988,-0.987604,0.271051,0.397445
6989,-0.984602,0.500767,0.207218
6990,-0.873209,0.699348,0.008731
6991,-0.665688,0.854447,-0.190105
6992,-0.384884,0.956420,-0.381362
6993,-0.061710,0.998928,-0.557415
6994,0.268258,0.979327,-0.711246
6995,0.568694,0.898837,-0.836722
6996,0.806525,0.762461,-0.928840
6997,0.955569,0.578679,-0.983928
6998,0.999418,0.358918,-0.999790
6999,0.933245,0.116841,-0.975794
7000,0.764334,-0.132501,-0.912896
7001,0.511281,-0.373605,-0.813604
7002,0.201943,-0.591479,-0.681875
7003,-0.129626,-0.772578,-0.522963
7004,-0.446925,-0.905642,-0.343202
7005,-0.715024,-0.982398,-0.149758
7006,-0.904409,-0.998073,0.049656
7007,-0.994231,-0.951692,0.247091
7008,-0.974601,-0.846140,0.434674
7009,-0.847682,-0.687979,0.604929
7010,-0.627445,-0.487043,0.751067
7011,-0.338135,-0.255825,0.867262
7012,-0.011601,-0.008701,0.948883
7013,0.316211,0.238964,0.992674
7014,0.609211,0.471772,0.996891
7015,0.835146,0.675247,0.961364
7016,0.969144,0.836738,0.887511
7017,0.996451,0.946205,0.778276
7018,0.914064,0.996842,0.638014
7019,0.731050,0.985500,0.472316
7020,0.467559,0.912884,0.287788
7021,0.152595,0.783509,0.091787
7022,-0.179167,0.605420,-0.107874
7023,-0.491205,0.389689,-0.303233
7024,-0.749169,0.149728,-0.486504
7025,-0.924659,-0.099542,-0.650379
7026,-0.998357,-0.342622,-0.788326
7027,-0.962150,-0.564400,-0.894845
7028,-0.820024,-0.751087,-0.965689
7029,-0.587624,-0.891074,-0.998034
7030,-0.290535,-0.975659,-0.990591
7031,0.038538,-0.999582,-0.943656
7032,0.363368,-0.961356,-0.859100
7033,0.648197,-0.863357,-0.740295
7034,0.861668,-0.711679,-0.591976
7035,0.980281,-0.515753,-0.420058
7036,0.990980,-0.287759,-0.231393
7037,0.892585,-0.041874,-0.033503
7038,0.695929,0.206615,0.165723
7039,0.422660,0.442257,0.358342
7040,0.102863,0.650402,0.536675
7041,-0.228258,0.818108,0.693612
7042,-0.534251,0.934949,0.822897
7043,-0.781430,0.993658,0.919376
7044,-0.942585,0.990587,0.979202
7045,-0.999974,0.925926,0.999991
7046,-0.947280,0.803695,0.980913
7047,-0.790304,0.631494,0.922729
7048,-0.546326,0.420030,0.827759
7049,-0.242205,0.182451,0.699789
7050,0.088579,-0.066472,0.543920
7051,0.409612,-0.311263,0.366367
7052,0.685552,-0.536700,0.174208
7053,0.886023,-0.728768,-0.024896
7054,0.988954,-0.875525,-0.223007
7055,0.983016,-0.967846,-0.412228
7056,0.868861,-0.999991,-0.585015
7057,0.659057,-0.969961,-0.734479
7058,0.376700,-0.879624,-0.854662
7059,0.052873,-0.734596,-0.940771
7060,-0.276774,-0.543895,-0.989376
7061,-0.575953,-0.319376,-0.998537
7062,-0.811727,-0.075001,-0.967889
7063,-0.958141,0.174038,-0.898655
7064,-0.999077,0.412256,-0.793595
7065,-0.930028,0.624842,-0.656896
7066,-0.758597,0.798578,-0.494009
7067,-0.503654,0.922662,-0.311427
7068,-0.193266,0.989380,-0.116429
7069,0.138397,0.994583,0.083210
7070,0.454826,0.937948,0.279531
7071,0.721184,0.822995,0.464709
7072,0.908150,0.656873,0.631360
7073,0.995141,0.449909,0.772841
7074,0.972581,0.214973,0.883511
7075,0.842953,-0.033330,0.958958
7076,0.620528,-0.279560,0.996175
7077,0.329792,-0.508409,0.993677
7078,0.002750,-0.705647,0.951565
7079,-0.324595,-0.859012,0.871517
7080,-0.616207,-0.958967,0.756724
7081,-0.839982,-0.999298,0.611763
7082,-0.971287,-0.977498,0.442412
7083,-0.995667,-0.894922,0.255425
7084,-0.910438,-0.756704,0.058254
7085,-0.724982,-0.571438,-0.141239
7086,-0.459716,-0.350642,-0.335102
7087,-0.143841,-0.108045,-0.515605
7088,0.187868,0.141269,-0.675552
7089,0.498896,0.381800,-0.808567
7090,0.755002,0.598593,-0.909348
7091,0.927994,0.778168,-0.973875
7092,0.998825,0.909360,-0.999577
7093,0.959701,0.984013,-0.985429
7094,0.814926,0.997484,-0.931995
7095,0.580439,0.948937,-0.841406
7096,0.282054,0.841390,-0.717272
7097,-0.047381,0.681528,-0.564543
7098,-0.371600,0.479293,-0.389307
7099,-0.654911,0.247258,-0.198551
7100,-0.866126,-0.000151,0.000121
7101,-0.981992,-0.247550,0.198788
7102,-0.989755,-0.479558,0.389529
7103,-0.888559,-0.681749,0.564742
7104,-0.689545,-0.841552,0.717440
7105,-0.414622,-0.949032,0.841536
7106,-0.094055,-0.997506,0.932083
7107,0.236866,-0.983959,0.985470
7108,0.541712,-0.909235,0.999570
7109,0.786923,-0.777979,0.973820
7110,0.945504,-0.598351,0.909247
7111,0.999999,-0.381522,0.808425
7112,0.944407,-0.140971,0.675374
7113,0.784850,0.108345,0.515398
7114,0.538891,0.350924,0.334875
7115,0.233608,0.571685,0.141001
7116,-0.097392,0.756901,-0.058495
7117,-0.417670,0.895057,-0.255658
7118,-0.691969,0.977562,-0.442629
7119,-0.890092,0.999287,-0.611953
7120,-0.990228,0.958882,-0.756881
7121,-0.981353,0.858857,-0.871635
7122,-0.864445,0.705434,-0.951639
7123,-0.652374,0.508149,-0.993705
7124,-0.368486,0.279271,-0.996154
7125,-0.044032,0.033029,-0.958890
7126,0.285269,-0.215267,-0.883398
7127,0.583166,-0.450179,-0.772688
7128,0.816864,-0.657100,-0.631173
7129,0.960637,-0.823166,-0.464495
7130,0.998657,-0.938052,-0.279300
7131,0.926739,-0.994614,-0.082969
7132,0.752800,-0.989336,0.116669
7133,0.495988,-0.922546,0.311656
7134,0.184574,-0.798396,0.494218
7135,-0.147158,-0.624606,0.657077
7136,-0.462691,-0.411981,0.793741
7137,-0.727287,-0.173741,0.898761
7138,-0.911820,0.075301,0.967950
7139,-0.995974,0.319662,0.998550
7140,-0.970484,0.544148,0.989341
7141,-0.838158,0.734801,0.940690
7142,-0.613563,0.879767,0.854536
7143,-0.321423,0.970034,0.734315
7144,0.006102,0.999990,0.584819
7145,0.332955,0.967770,0.412009
7146,0.623154,0.875379,0.222772
7147,0.844752,0.728562,0.024655
7148,0.973355,0.536446,-0.174446
7149,0.994805,0.310976,-0.366591
7150,0.906741,0.066172,-0.544122
7151,0.718858,-0.182747,-0.699961
7152,0.451838,-0.420304,-0.827894
7153,0.135077,-0.631728,-0.922822
7154,-0.196554,-0.803874,-0.980960
7155,-0.506548,-0.926039,-0.999990
7156,-0.760777,-0.990628,-0.979153
7157,-0.931255,-0.993624,-0.919281
7158,-0.999215,-0.934842,-0.822760
7159,-0.957176,-0.817935,-0.693438
7160,-0.809764,-0.650173,-0.536471
7161,-0.573209,-0.441987,-0.358117
7162,-0.273551,-0.206320,-0.165485
7163,0.056220,0.042175,0.033744
7164,0.379803,0.288048,0.231627
7165,0.661575,0.516011,0.420276
7166,0.870516,0.711891,0.592171
7167,0.983626,0.863509,0.740457
7168,0.988452,0.961439,0.859224
7169,0.884463,0.999591,0.943736
7170,0.683108,0.975593,0.990624
7171,0.406551,0.890937,0.998019
7172,0.085239,0.750888,0.965626
7173,-0.245457,0.564151,0.894737
7174,-0.549131,0.342339,0.788178
7175,-0.792354,0.099242,0.650196
7176,-0.948349,-0.150026,0.486293
7177,-0.999945,-0.389966,0.303003
7178,-0.941460,-0.605660,0.107634
7179,-0.779334,-0.783697,-0.092027
7180,-0.531414,-0.913007,-0.288019
7181,-0.224993,-0.985551,-0.472528
7182,0.106197,-0.996818,-0.638200
7183,0.425696,-0.946108,-0.778428
7184,0.698332,-0.836573,-0.887623
7185,0.894091,-0.675024,-0.961431
7186,0.991423,-0.471506,-0.996910
7187,0.979613,-0.238672,-0.992645
7188,0.859962,0.009002,-0.948806
7189,0.645640,0.256116,-0.867142
7190,0.360243,0.487306,-0.750908
7191,0.035187,0.688198,-0.604737
7192,-0.293741,0.846301,-0.434457
7193,-0.590334,0.951785,-0.246857
7194,-0.821938,0.998091,-0.049415
7195,-0.963059,0.982342,0.149996
7196,-0.998160,0.905514,0.343428
7197,-0.923377,0.772387,0.523169
7198,-0.746944,0.591236,0.682052
7199,-0.488283,0.373325,0.813744
7200,-0.175868,0.132202,0.912994
7201,0.155907,-0.117140,0.975847
7202,0.470519,-0.359199,0.999795
7203,0.733334,-0.578925,0.983885
7204,0.915418,-0.762656,0.928751
7205,0.996728,-0.898969,0.836590
7206,0.968312,-0.979388,0.711076
7207,0.833298,-0.998914,0.557215
7208,0.606549,-0.956332,0.381139
7209,0.313028,-0.854290,0.189868
7210,-0.014953,-0.699132,-0.008972
7211,-0.341288,-0.500506,-0.207454
7212,-0.630052,-0.270761,-0.397666
7213,-0.849456,-0.024181,-0.572025
7214,-0.975347,0.223903,-0.723578
7215,-0.993865,0.458065,-0.846285
7216,-0.902973,0.663747,-0.935253
7217,-0.712676,0.828160,-0.986935
7218,-0.443924,0.941082,-0.999271
7219,-0.126301,0.995493,-0.971770
7220,0.205225,0.988008,-0.905527
7221,0.514159,0.919094,-0.803184
7222,0.766492,0.793035,-0.668820
7223,0.934444,0.617669,-0.507793
7224,0.999527,0.403900,-0.326521
7225,0.954576,0.165018,-0.132232
7226,0.804539,-0.084125,0.067328
7227,0.565934,-0.328036,0.264205
7228,0.265027,-0.551552,0.450548
7229,-0.065055,-0.740776,0.618930
7230,-0.387976,-0.883941,0.762636
7231,-0.668186,-0.972147,0.875939
7232,-0.874838,-0.999910,0.954321
7233,-0.985182,-0.965503,0.994657
7234,-0.987072,-0.871066,0.995339
7235,-0.880299,-0.722470,0.956341
7236,-0.676617,-0.528955,0.879216
7237,-0.398448,-0.302551,0.767039
7238,-0.076417,-0.057337,0.624283
7239,0.254027,0.191442,0.456639
7240,0.556507,0.428319,0.270790
7241,0.797722,0.638565,0.074145
7242,0.951120,0.809107,-0.125455
7243,0.999812,0.929344,-0.320054
7244,0.938439,0.991798,-0.501894
7245,0.773757,0.992587,-0.663724
7246,0.523895,0.931662,-0.799094
7247,0.216359,0.812811,-0.902607
7248,-0.114994,0.643423,-0.970135
7249,-0.433689,0.434030,-0.998987
7250,-0.704640,0.197651,-0.988013
7251,-0.898021,-0.051017,-0.937650
7252,-0.992541,-0.296513,-0.849906
7253,-0.977797,-0.523573,-0.728278
7254,-0.855411,-0.718079,-0.577617
7255,-0.638856,-0.867940,-0.403927
7256,-0.351972,-0.963836,-0.214135
7257,-0.026340,-0.999805,-0.015805
7258,0.302191,-0.973611,0.183154
7259,0.597455,-0.886883,0.374812
7260,0.826947,-0.745013,0.551527
7261,0.965404,-0.556821,0.706255
7262,0.997584,-0.334009,0.832826
7263,0.919943,-0.090430,0.926195
7264,0.741030,0.158771,0.982640
7265,0.480539,0.398101,0.999910
7266,0.167148,0.612679,0.977317
7267,-0.164644,0.789164,0.915761
7268,-0.478311,0.916582,0.817697
7269,-0.739323,0.987011,0.687034
7270,-0.918945,0.996073,0.528980
7271,-0.997404,0.943204,0.349838
7272,-0.966063,0.831691,0.156750
7273,-0.828372,0.668468,-0.042589
7274,-0.599489,0.463682,-0.240229
7275,-0.304610,0.230067,-0.428292
7276,0.023803,-0.017853,-0.599280
7277,0.349594,-0.264662,-0.746377
7278,0.636901,-0.495016,-0.863718
7279,0.854093,-0.694593,-0.946626
7280,0.977262,-0.850983,-0.991794
7281,0.992847,-0.954463,-0.997423
7282,0.899134,-0.998599,-0.963288
7283,0.706439,-0.980647,-0.890749
7284,0.435975,-0.901723,-0.782699
7285,0.117516,-0.766735,-0.643446
7286,-0.213880,-0.584074,-0.478540
7287,-0.521731,-0.365099,-0.294556
7288,-0.772146,-0.123424,-0.098830
7289,-0.937559,0.125926,0.100837
7290,-0.999760,0.367446,0.296484
7291,-0.951901,0.586119,0.480311
7292,-0.799251,0.768351,0.644989
7293,-0.558614,0.902811,0.783954
7294,-0.256482,0.981138,0.891664
7295,0.073885,0.998462,0.963828
7296,0.396119,0.953707,0.997566
7297,0.674745,0.849656,0.991534
7298,0.879091,0.692776,0.945973
7299,0.986662,0.492824,0.862700
7300,0.985615,0.262229,0.745033
7301,0.876065,0.015331,0.597664
7302,0.670073,-0.232520,0.426468
7303,0.390315,-0.465915,0.238270
7304,0.067588,-0.670341,0.040573
7305,-0.262578,-0.833089,-0.158742
7306,-0.563839,-0.944039,-0.351728
7307,-0.803029,-0.996293,-0.530691
7308,-0.953816,-0.986603,-0.688498
7309,-0.999602,-0.915571,-0.818857
7310,-0.935345,-0.787612,-0.916570
7311,-0.768120,-0.610684,-0.977742
7312,-0.516335,-0.395787,-0.999935
7313,-0.207709,-0.156281,-0.982264
7314,0.123783,0.092941,-0.925433
7315,0.441648,0.336385,-0.831708
7316,0.710893,0.558914,-0.704825
7317,0.901880,0.746692,-0.549843
7318,0.993581,0.888045,-0.372941
7319,0.975904,0.974183,-0.181171
7320,0.850793,0.999752,0.017822
7321,0.632021,0.963160,0.216105
7322,0.343673,0.866684,0.405772
7323,0.017491,0.716322,0.579262
7324,-0.310616,0.521422,0.729659
7325,-0.604529,0.294103,0.850967
7326,-0.831892,0.048498,0.938349
7327,-0.967675,-0.200123,0.988322
7328,-0.996930,-0.436300,0.998894
7329,-0.916437,-0.645351,0.969644
7330,-0.735057,-0.814277,0.901736
7331,-0.472758,-0.932575,0.797879
7332,-0.158414,-0.992891,0.662214
7333,0.173368,-0.991473,0.500148
7334,0.486066,-0.928410,0.318142
7335,0.745254,-0.807623,0.123453
7336,0.922400,-0.636622,-0.076157
7337,0.998003,-0.426039,-0.272731
7338,0.963739,-0.188967,-0.458433
7339,0.823381,0.059855,-0.625858
7340,0.592381,0.304954,-0.768332
7341,0.296167,0.531093,-0.880175
7342,-0.032650,0.724212,-0.956928
7343,-0.357873,0.872302,-0.995532
7344,-0.643700,0.966157,-0.994447
7345,-0.858663,0.999941,-0.953716
7346,-0.979100,0.971553,-0.874964
7347,-0.991752,0.882759,-0.761330
7348,-0.895225,0.739079,-0.617344
7349,-0.700147,0.549447,-0.448746
7350,-0.427992,0.325653,-0.262258
7351,-0.108721,0.081611,-0.065315
7352,0.222518,-0.167504,0.134232
7353,0.529262,-0.406205,0.328427
7354,0.777741,-0.619651,0.509530
7355,0.940601,-0.794569,0.670319
7356,0.999915,-0.920085,0.804384
7357,0.949151,-0.988395,0.906381
7358,0.793900,-0.995251,0.972244
7359,0.551251,-0.940227,0.999346
7360,0.247917,-0.826744,0.986608
7361,-0.082710,-0.661858,0.934537
7362,-0.404231,-0.455822,0.845208
7363,-0.681252,-0.221444,0.722184
7364,-0.883276,0.026702,0.570369
7365,-0.988064,0.273187,0.395814
7366,-0.984080,0.502688,0.205480
7367,-0.871763,0.700933,0.006954
7368,-0.663476,0.855598,-0.191849
7369,-0.382150,0.957066,-0.383003
7370,-0.058755,0.999028,-0.558889
7371,0.271109,0.978876,-0.712494
7372,0.571127,0.897861,-0.837693
7373,0.808272,0.761022,-0.929497
7374,0.956438,0.576867,-0.984244
7375,0.999313,0.356844,-0.999752
7376,0.932177,0.114635,-0.975404
7377,0.762422,-0.134702,-0.912170
7378,0.508735,-0.375663,-0.812570
7379,0.199043,-0.593268,-0.680575
7380,-0.132561,-0.773986,-0.521448
7381,-0.449572,-0.906582,-0.341533
7382,-0.717091,-0.982810,-0.148001
7383,-0.905668,-0.997932,0.051430
7384,-0.994544,-0.951008,0.248811
7385,-0.973934,-0.844955,0.436273
7386,-0.846108,-0.686366,0.606342
7387,-0.625137,-0.485102,0.752238
7388,-0.335347,-0.253678,0.868145
7389,-0.008640,-0.006480,0.949442
7390,0.319018,0.241120,0.992887
7391,0.611556,0.473729,0.996749
7392,0.836771,0.676883,0.960874
7393,0.969869,0.837952,0.886692
7394,0.996198,0.946921,0.777160
7395,0.912859,0.997016,0.636645
7396,0.729027,0.985120,0.470749
7397,0.464940,0.911975,0.286086
7398,0.149669,0.782128,0.090018
7399,-0.182079,0.603651,-0.109639
7400,-0.493782,0.387643,-0.304925
7401,-0.751127,0.147532,-0.488055
7402,-0.925783,-0.101751,-0.651728
7403,-0.998523,-0.344707,-0.789418
7404,-0.961339,-0.566232,-0.895636
7405,-0.818326,-0.752551,-0.966149
7406,-0.585226,-0.892080,-0.998144
7407,-0.287701,-0.976144,-0.990346
7408,0.041496,-0.999515,-0.943066
7409,0.366125,-0.960742,-0.858190
7410,0.650448,-0.862235,-0.739099
7411,0.863166,-0.710118,-0.590544
7412,0.980862,-0.513849,-0.418445
7413,0.990578,-0.285632,-0.229664
7414,0.891246,-0.039655,-0.031727
7415,0.693800,0.208787,0.167475
7416,0.419976,0.444248,0.360000
7417,0.099918,0.652087,0.538173
7418,-0.231139,0.819383,0.694890
7419,-0.536751,0.935734,0.823905
7420,-0.783274,0.993905,0.920073
7421,-0.943570,0.990280,0.979561
7422,-0.999991,0.925085,0.999997
7423,-0.946328,0.802372,0.980566
7424,-0.788487,0.629771,0.922043
7425,-0.543844,0.418014,0.826761
7426,-0.239332,0.180267,0.698519
7427,0.091527,-0.068688,0.542429
7428,0.412311,-0.313372,0.364714
7429,0.687704,-0.538572,0.172459
7430,0.887391,-0.730287,-0.026672
7431,0.989389,-0.876596,-0.224739
7432,0.982468,-0.968402,-0.413846
7433,0.867392,-0.999998,-0.586455
7434,0.656828,-0.969419,-0.735683
7435,0.373956,-0.878566,-0.855582
7436,0.049916,-0.733088,-0.941372
7437,-0.279618,-0.542030,-0.989632
7438,-0.578370,-0.317271,-0.998439
7439,-0.813452,-0.072787,-0.967441
7440,-0.958984,0.176224,-0.897875
7441,-0.998945,0.414278,-0.792512
7442,-0.928936,0.626574,-0.655555
7443,-0.756665,0.799912,-0.492463
7444,-0.501094,0.923516,-0.309738
7445,-0.190361,0.989700,-0.114665
7446,0.141329,0.994350,0.084980
7447,0.457460,0.937175,0.281236
7448,0.723232,0.821732,0.466281
7449,0.909385,0.655197,0.632737
7450,0.995428,0.447925,0.773967
7451,0.971888,0.212804,0.884342
7452,0.841357,-0.035549,0.959461
7453,0.618204,-0.281691,0.996329
7454,0.326995,-0.510320,0.993476
7455,-0.000211,-0.707219,0.951017
7456,-0.327394,-0.860146,0.870644
7457,-0.618536,-0.959594,0.755561
7458,-0.841585,-0.999379,0.610356
7459,-0.971988,-0.977028,0.440819
7460,-0.995388,-0.893929,0.253707
7461,-0.909210,-0.755251,0.056480
7462,-0.722940,-0.569614,-0.142998
7463,-0.457085,-0.348562,-0.336775
7464,-0.140911,-0.105838,-0.517126
7465,0.190775,0.143467,-0.676861
7466,0.501460,0.383852,-0.809611
7467,0.756940,0.600370,-0.910085
7468,0.929093,0.779560,-0.974277
7469,0.998965,0.910282,-0.999627
7470,0.958864,0.984406,-0.985126
7471,0.813207,0.997324,-0.931350
7472,0.578026,0.948234,-0.840445
7473,0.279213,0.840188,-0.716033
7474,-0.050338,0.679902,-0.563076
7475,-0.374347,0.477343,-0.387670
7476,-0.657146,0.245106,-0.196810
7477,-0.867602,-0.002371,0.001897
7478,-0.982547,-0.249701,0.200528
7479,-0.989328,-0.481505,0.391165
7480,-0.887197,-0.683372,0.566207
7481,-0.687398,-0.842750,0.718676
7482,-0.411926,-0.949730,0.842494
7483,-0.091107,-0.997660,0.932725
7484,0.239742,-0.983561,0.985770
7485,0.544198,-0.908308,0.999516
7486,0.788746,-0.776582,0.973415
7487,0.946464,-0.596571,0.908506
7488,0.999989,-0.379468,0.807379
7489,0.943430,-0.138772,0.674063
7490,0.783012,0.110552,0.513875
7491,0.536395,0.353003,0.333200
7492,0.230728,0.573505,0.139242
7493,-0.100338,0.758350,-0.060268
7494,-0.420359,0.896045,-0.257375
7495,-0.694103,0.978027,-0.444221
7496,-0.891437,0.999201,-0.613357
7497,-0.990636,0.958249,-0.758041
7498,-0.980780,0.857718,-0.872504
7499,-0.862953,0.703858,-0.952183
7500,-0.650128,0.506236,-0.993902
7501,-0.365732,0.277138,-0.995997
7502,-0.041074,0.030809,-0.958384
7503,0.288105,-0.217435,-0.882564
7504,0.585568,-0.452160,-0.771559
7505,0.818568,-0.658772,-0.629794
7506,0.961456,-0.824425,-0.462922
7507,0.998500,-0.938819,-0.277594
7508,0.925623,-0.994842,-0.081199
7509,0.750848,-0.989010,0.118433
7510,0.493415,-0.921687,0.313343
7511,0.181664,-0.797057,0.495762
7512,-0.150086,-0.622871,0.658415
7513,-0.465313,-0.409957,0.794820
7514,-0.729316,-0.171554,0.899538
7515,-0.913031,0.077515,0.968395
7516,-0.996235,0.321765,0.998644
7517,-0.969766,0.546009,0.989080
7518,-0.836540,0.736305,0.940086
7519,-0.611222,0.880821,0.853612
7520,-0.318618,0.970572,0.733108
7521,0.009062,0.999977,0.583378
7522,0.335745,0.967208,0.410389
7523,0.625466,0.874304,0.221040
7524,0.846333,0.727039,0.022879
7525,0.974030,0.534571,-0.176194
7526,0.994500,0.308865,-0.368243
7527,0.905489,0.063956,-0.545612
7528,0.716796,-0.184930,-0.701228
7529,0.449194,-0.422318,-0.828889
7530,0.132143,-0.633448,-0.923505
7531,-0.199456,-0.805193,-0.981303
7532,-0.509098,-0.926875,-0.999980
7533,-0.762695,-0.990929,-0.978791
7534,-0.932330,-0.993371,-0.918580
7535,-0.999328,-0.934051,-0.821749
7536,-0.956314,-0.816656,-0.692157
7537,-0.808024,-0.648485,-0.534971
7538,-0.570781,-0.439994,-0.356458
7539,-0.270703,-0.204147,-0.163733
7540,0.059176,0.044393,0.035519
7541,0.382540,0.290173,0.233355
7542,0.663792,0.517912,0.421888
7543,0.871969,0.713449,0.593601
7544,0.984155,0.864627,0.741650
7545,0.987999,0.962047,0.860131
7546,0.883078,0.999652,0.944321
7547,0.680943,0.975103,0.990865
7548,0.403845,0.889927,0.997906
7549,0.082289,0.749419,0.965163
7550,-0.248325,0.562317,0.893943
